                  authorA	                  authorB	        authorC	Sup(A,B,C)	Sup(A)	Sup(B)	Sup(C)	Con(A)	Con(B)	Con(C)	MinCon	MaxCon
                    63380	                     1841	               	       112	   123	   250	     0	\0.9106	0.4480	0.0000	0.4480	0.9106
                   101345	                   101346	               	       112	   262	   132	     0	\0.4275	0.8485	0.0000	0.4275	0.8485
                   514422	                   514421	               	       112	   239	   154	     0	\0.4686	0.7273	0.0000	0.4686	0.7273
                   285184	                   240182	               	       112	   253	   167	     0	\0.4427	0.6707	0.0000	0.4427	0.6707
                     2765	                     2764	               	       111	   119	   139	     0	\0.9328	0.7986	0.0000	0.7986	0.9328
                   302088	                   112352	               	       111	   122	   200	     0	\0.9098	0.5550	0.0000	0.5550	0.9098
                   223178	                   223177	               	       111	   126	   151	     0	\0.8810	0.7351	0.0000	0.7351	0.8810
                    41396	                    34706	               	       111	   133	   216	     0	\0.8346	0.5139	0.0000	0.5139	0.8346
                    70341	                    69918	               	       111	   254	   145	     0	\0.4370	0.7655	0.0000	0.4370	0.7655
                   111744	                   111745	               	       111	   164	   192	     0	\0.6768	0.5781	0.0000	0.5781	0.6768
                    71232	                    71233	               	       111	   246	   173	     0	\0.4512	0.6416	0.0000	0.4512	0.6416
                   501290	                   110369	               	       110	   114	   155	     0	\0.9649	0.7097	0.0000	0.7097	0.9649
                   203337	                   203338	               	       110	   115	   133	     0	\0.9565	0.8271	0.0000	0.8271	0.9565
                    34820	                    15945	               	       110	   134	   267	     0	\0.8209	0.4120	0.0000	0.4120	0.8209
                     9271	                   430455	               	       110	   254	   134	     0	\0.4331	0.8209	0.0000	0.4331	0.8209
                    16139	                   234872	               	       110	   238	   142	     0	\0.4622	0.7746	0.0000	0.4622	0.7746
                    95900	                   276178	               	       110	   154	   142	     0	\0.7143	0.7746	0.0000	0.7143	0.7746
                   372804	                   372803	               	       110	   233	   159	     0	\0.4721	0.6918	0.0000	0.4721	0.6918
                   648147	                   853605	               	       110	   169	   177	     0	\0.6509	0.6215	0.0000	0.6215	0.6509
                   238073	                   232366	               	       110	   177	   198	     0	\0.6215	0.5556	0.0000	0.5556	0.6215
                   517229	                   517475	               	       110	   195	   178	     0	\0.5641	0.6180	0.0000	0.5641	0.6180
                   230910	                   234863	               	       109	   116	   239	     0	\0.9397	0.4561	0.0000	0.4561	0.9397
                   276177	                   276179	               	       109	   124	   151	     0	\0.8790	0.7219	0.0000	0.7219	0.8790
                   217427	                   504200	               	       109	   257	   128	     0	\0.4241	0.8516	0.0000	0.4241	0.8516
                   124353	                   565185	               	       109	   130	   175	     0	\0.8385	0.6229	0.0000	0.6229	0.8385
                    15932	                   430455	               	       109	   181	   134	     0	\0.6022	0.8134	0.0000	0.6022	0.8134
                    15932	                     9271	         430455	       109	   181	   254	   134	\0.6022	0.4291	0.8134	0.4291	0.8134
                    37962	                    66197	               	       109	   137	   209	     0	\0.7956	0.5215	0.0000	0.5215	0.7956
                   147716	                   147717	               	       109	   150	   137	     0	\0.7267	0.7956	0.0000	0.7267	0.7956
                    23221	                    23222	               	       109	   139	   196	     0	\0.7842	0.5561	0.0000	0.5561	0.7842
                    70223	                    73717	               	       109	   239	   174	     0	\0.4561	0.6264	0.0000	0.4561	0.6264
                   147029	                   147030	               	       108	   113	   241	     0	\0.9558	0.4481	0.0000	0.4481	0.9558
                   257533	                   981709	               	       108	   166	   115	     0	\0.6506	0.9391	0.0000	0.6506	0.9391
                   157249	                   276437	               	       108	   165	   126	     0	\0.6545	0.8571	0.0000	0.6545	0.8571
                   485935	                   485933	               	       108	   131	   147	     0	\0.8244	0.7347	0.0000	0.7347	0.8244
                    95900	                   276179	               	       108	   154	   151	     0	\0.7013	0.7152	0.0000	0.7013	0.7152
                    64825	                   426732	               	       108	   180	   169	     0	\0.6000	0.6391	0.0000	0.6000	0.6391
                     3933	                     3934	               	       107	   125	   112	     0	\0.8560	0.9554	0.0000	0.8560	0.9554
                     6042	                     6043	               	       107	   112	   253	     0	\0.9554	0.4229	0.0000	0.4229	0.9554
                    26304	                    26305	               	       107	   119	   117	     0	\0.8992	0.9145	0.0000	0.8992	0.9145
                   412940	                   186955	               	       107	   122	   198	     0	\0.8770	0.5404	0.0000	0.5404	0.8770
                    84775	                    84784	               	       107	   129	   176	     0	\0.8295	0.6080	0.0000	0.6080	0.8295
                     2299	                     2298	               	       107	   141	   161	     0	\0.7589	0.6646	0.0000	0.6646	0.7589
                   492510	                   177029	               	       107	   146	   161	     0	\0.7329	0.6646	0.0000	0.6646	0.7329
                   167578	                   167167	               	       106	   108	   209	     0	\0.9815	0.5072	0.0000	0.5072	0.9815
                     5304	                   195546	               	       106	   198	   111	     0	\0.5354	0.9550	0.0000	0.5354	0.9550
                   376344	                   376345	               	       106	   121	   117	     0	\0.8760	0.9060	0.0000	0.8760	0.9060
                   276177	                   276178	               	       106	   124	   142	     0	\0.8548	0.7465	0.0000	0.7465	0.8548
                   123718	                   124461	               	       106	   150	   127	     0	\0.7067	0.8346	0.0000	0.7067	0.8346
                   299626	                   299628	               	       106	   127	   200	     0	\0.8346	0.5300	0.0000	0.5300	0.8346
                   343307	                   499777	               	       106	   134	   197	     0	\0.7910	0.5381	0.0000	0.5381	0.7910
                    22467	                    22463	               	       106	   173	   137	     0	\0.6127	0.7737	0.0000	0.6127	0.7737
                      605	                      434	               	       106	   176	   170	     0	\0.6023	0.6235	0.0000	0.6023	0.6235
                    10731	                   280359	               	       106	   196	   182	     0	\0.5408	0.5824	0.0000	0.5408	0.5824
                    11626	                    11628	               	       105	   123	   182	     0	\0.8537	0.5769	0.0000	0.5769	0.8537
                    23705	                   189966	               	       105	   163	   125	     0	\0.6442	0.8400	0.0000	0.6442	0.8400
                    34706	                    72525	               	       105	   216	   132	     0	\0.4861	0.7955	0.0000	0.4861	0.7955
                   147716	                   147718	         147717	       105	   150	   194	   137	\0.7000	0.5412	0.7664	0.5412	0.7664
                   150686	                   488680	               	       105	   261	   143	     0	\0.4023	0.7343	0.0000	0.4023	0.7343
                   481309	                    70243	               	       105	   144	   189	     0	\0.7292	0.5556	0.0000	0.5556	0.7292
                    69750	                    69749	               	       104	   225	   107	     0	\0.4622	0.9720	0.0000	0.4622	0.9720
                   257533	                   981715	               	       104	   166	   111	     0	\0.6265	0.9369	0.0000	0.6265	0.9369
                   120294	                    11201	               	       104	   116	   159	     0	\0.8966	0.6541	0.0000	0.6541	0.8966
                   148743	                   148742	               	       104	   120	   124	     0	\0.8667	0.8387	0.0000	0.8387	0.8667
                   299245	                   299244	               	       104	   123	   155	     0	\0.8455	0.6710	0.0000	0.6710	0.8455
                    43212	                    43211	               	       104	   183	   128	     0	\0.5683	0.8125	0.0000	0.5683	0.8125
                    83636	                    83637	               	       104	   132	   143	     0	\0.7879	0.7273	0.0000	0.7273	0.7879
                    69815	                    69813	          69814	       104	   185	   144	   196	\0.5622	0.7222	0.5306	0.5306	0.7222
                     7433	                     7432	               	       104	   211	   148	     0	\0.4929	0.7027	0.0000	0.4929	0.7027
                    14589	                    11436	               	       104	   216	   170	     0	\0.4815	0.6118	0.0000	0.4815	0.6118
                   204746	                   203616	               	       104	   192	   194	     0	\0.5417	0.5361	0.0000	0.5361	0.5417
                   668632	                   206800	               	       103	   109	   176	     0	\0.9450	0.5852	0.0000	0.5852	0.9450
                   188404	                  1265997	               	       103	   227	   114	     0	\0.4537	0.9035	0.0000	0.4537	0.9035
                   495722	                   411814	               	       103	   118	   164	     0	\0.8729	0.6280	0.0000	0.6280	0.8729
                    10746	                   149347	               	       103	   162	   120	     0	\0.6358	0.8583	0.0000	0.6358	0.8583
                   235081	                   229965	               	       103	   146	   181	     0	\0.7055	0.5691	0.0000	0.5691	0.7055
                   981709	                  1791713	               	       102	   115	   106	     0	\0.8870	0.9623	0.0000	0.8870	0.9623
                    10860	                    11558	               	       102	   159	   109	     0	\0.6415	0.9358	0.0000	0.6415	0.9358
                    84775	                    84776	               	       102	   129	   111	     0	\0.7907	0.9189	0.0000	0.7907	0.9189
                   230656	                   231430	               	       102	   222	   118	     0	\0.4595	0.8644	0.0000	0.4595	0.8644
                    63855	                    62923	               	       102	   120	   122	     0	\0.8500	0.8361	0.0000	0.8361	0.8500
                   499001	                   106066	               	       102	   133	   163	     0	\0.7669	0.6258	0.0000	0.6258	0.7669
                   167274	                   340438	               	       102	   193	   151	     0	\0.5285	0.6755	0.0000	0.5285	0.6755
                    84243	                   169238	               	       102	   198	   169	     0	\0.5152	0.6036	0.0000	0.5152	0.6036
                   137059	                   137060	               	       102	   171	   248	     0	\0.5965	0.4113	0.0000	0.4113	0.5965
                   127930	                   126400	               	       101	   105	   145	     0	\0.9619	0.6966	0.0000	0.6966	0.9619
                   160971	                   161205	               	       101	   186	   106	     0	\0.5430	0.9528	0.0000	0.5430	0.9528
                   161162	                   161205	               	       101	   195	   106	     0	\0.5179	0.9528	0.0000	0.5179	0.9528
                   653450	                   173012	               	       101	   107	   162	     0	\0.9439	0.6235	0.0000	0.6235	0.9439
                      574	                      451	               	       101	   111	   221	     0	\0.9099	0.4570	0.0000	0.4570	0.9099
                   230007	                   230010	               	       101	   115	   190	     0	\0.8783	0.5316	0.0000	0.5316	0.8783
                    35129	                    35128	               	       101	   169	   120	     0	\0.5976	0.8417	0.0000	0.5976	0.8417
                     7642	                     7654	               	       101	   139	   151	     0	\0.7266	0.6689	0.0000	0.6689	0.7266
                    95900	                   276179	         276178	       101	   154	   151	   142	\0.6558	0.6689	0.7113	0.6558	0.7113
                    69864	                    83185	               	       101	   237	   148	     0	\0.4262	0.6824	0.0000	0.4262	0.6824
                   215034	                   384335	               	       101	   219	   148	     0	\0.4612	0.6824	0.0000	0.4612	0.6824
                   148892	                    34838	               	       101	   235	   151	     0	\0.4298	0.6689	0.0000	0.4298	0.6689
                   512078	                   188616	               	       101	   157	   224	     0	\0.6433	0.4509	0.0000	0.4509	0.6433
                    63329	                    63330	               	       100	   105	   103	     0	\0.9524	0.9709	0.0000	0.9524	0.9709
                   257533	                  1791713	               	       100	   166	   106	     0	\0.6024	0.9434	0.0000	0.6024	0.9434
                    23541	                    23542	               	       100	   111	   200	     0	\0.9009	0.5000	0.0000	0.5000	0.9009
                    73392	                    73394	               	       100	   112	   181	     0	\0.8929	0.5525	0.0000	0.5525	0.8929
                   188038	                   188036	               	       100	   157	   112	     0	\0.6369	0.8929	0.0000	0.6369	0.8929
                    86990	                    45491	               	       100	   117	   175	     0	\0.8547	0.5714	0.0000	0.5714	0.8547
                   286517	                   286820	               	       100	   188	   119	     0	\0.5319	0.8403	0.0000	0.5319	0.8403
                   299150	                   299148	               	       100	   122	   129	     0	\0.8197	0.7752	0.0000	0.7752	0.8197
                    75140	                    72613	               	       100	   237	   131	     0	\0.4219	0.7634	0.0000	0.4219	0.7634
